發票年月,縣市,縣市代號,行業別,載具類別,電子發票張數,電子發票金額
2015/6/1,南投縣,M,住宿服務業,無載具,1888,13470528
2015/6/1,南投縣,M,不動產開發業,無載具,222,1712676
2015/6/1,南投縣,M,不動產經營及相關服務業,無載具,20044,2088890
2015/6/1,苗栗縣,K,餐飲業,無載具,9303,7801553
2015/6/1,苗栗縣,K,飲料製造業,無載具,6109,2474585
2015/6/1,苗栗縣,K,食品製造業,無載具,751,18216295
2015/6/1,苗栗縣,K,電力及燃氣供應業,無載具,174,143993
2015/6/1,苗栗縣,K,電信業,無載具,12199,41210214
2015/6/1,苗栗縣,K,零售業,無載具,7224392,1578258821
2015/6/1,苗栗縣,K,陸上運輸業,無載具,1514,416269
2015/6/1,苗栗縣,K,運動、娛樂及休閒服務業,無載具,10352,29885147
2015/6/1,苗栗縣,K,紙漿、紙及紙製品製造業,無載具,2,16191
2015/6/1,苗栗縣,K,批發業,無載具,132548,52338391
2015/6/1,苗栗縣,K,化學製品製造業,無載具,2397,1083925
2015/6/1,苗栗縣,K,傳播及節目播送業,無載具,2487,28555523
2015/6/1,苗栗縣,K,個人及家庭用品維修業,無載具,5483,4142056
2015/6/1,苗栗縣,K,不動產經營及相關服務業,無載具,28715,19348251
2015/6/1,臺中市,B,餐飲業,無載具,2593717,339518836
2015/6/1,臺中市,B,飲料製造業,無載具,10476,3037697
2015/6/1,臺中市,B,食品製造業,無載具,10550,55797321
2015/6/1,臺中市,B,電腦、電子產品及光學製品製造業,無載具,3,3715
2015/6/1,臺中市,B,電子零組件製造業,無載具,2489,2748488
2015/6/1,臺中市,B,電力及燃氣供應業,無載具,786,721357
2015/6/1,臺中市,B,電信業,無載具,67421,224872320
2015/6/1,臺中市,B,零售業,無載具,42266375,10063398820
2015/6/1,臺中市,B,陸上運輸業,無載具,38802,7400869
2015/6/1,臺中市,B,郵政及快遞業,無載具,3546,1015287
2015/6/1,臺中市,B,運輸輔助業,無載具,10691,2709108
2015/6/1,臺中市,B,運動、娛樂及休閒服務業,無載具,96433,90926363
2015/6/1,臺中市,B,資料處理及資訊供應服務業,無載具,14600,15612689
2015/6/1,臺中市,B,藥品及醫用化學製品製造業,無載具,18133,269914814
2015/6/1,臺中市,B,航空運輸業,無載具,2227,1378396
2015/6/1,臺中市,B,紡織業,無載具,44,224630
2015/6/1,臺中市,B,租賃業,無載具,13943,14456723
2015/6/1,臺中市,B,石油及煤製品製造業,無載具,290136,121171054
2015/6/1,臺中市,B,機械設備製造業,無載具,10,5635639
2015/6/1,臺中市,B,未分類其他服務業,無載具,1080,1994967
2015/6/1,臺中市,B,教育服務業,無載具,442,2862575
2015/6/1,臺中市,B,批發業,無載具,551852,528442251
2015/6/1,臺中市,B,影片服務、聲音錄製及音樂出版業,無載具,31467,4284235
2015/6/1,臺中市,B,專門設計服務業,無載具,32,40451
2015/6/1,臺中市,B,專門營造業,無載具,731,2351201
2015/6/1,臺中市,B,土木工程業,無載具,71,30875
2015/6/1,臺中市,B,印刷及資料儲存媒體複製業,無載具,1155,2440892
2015/6/1,臺中市,B,化學製品製造業,無載具,68,54990
2015/6/1,臺中市,B,其他專業、科學及技術服務業,無載具,186,8861612
2015/6/1,臺中市,B,傳播及節目播送業,無載具,7733,126599604
2015/6/1,臺中市,B,個人及家庭用品維修業,無載具,18209,67291795
2015/6/1,臺中市,B,倉儲業,無載具,13,261478
2015/6/1,臺中市,B,住宿服務業,無載具,837,1925052
2015/6/1,臺中市,B,企業總管理機構及管理顧問業,無載具,75,3958996
2015/6/1,臺中市,B,不動產經營及相關服務業,無載具,186,3240000
2015/5/1,高雄市,E,餐飲業,使用載具,6026,563080
2015/5/1,高雄市,E,食品製造業,使用載具,1120,378435
2015/5/1,高雄市,E,電腦系統設計服務業,使用載具,177,124588
2015/5/1,高雄市,E,電力設備製造業,使用載具,109,99218
2015/5/1,高雄市,E,電力及燃氣供應業,使用載具,426,323633
2015/5/1,高雄市,E,電信業,使用載具,60097,17481659
2015/5/1,高雄市,E,零售業,使用載具,1159454,219208340
2015/5/1,高雄市,E,陸上運輸業,使用載具,7609,1324549
2015/5/1,高雄市,E,郵政及快遞業,使用載具,77929,11829839
2015/5/1,高雄市,E,運輸輔助業,使用載具,7643,1332516
2015/5/1,高雄市,E,運動、娛樂及休閒服務業,使用載具,125,28258
2015/5/1,高雄市,E,農、牧業,使用載具,27,25130
2015/5/1,高雄市,E,資料處理及資訊供應服務業,使用載具,4917,5662069
2015/5/1,高雄市,E,機械設備製造業,使用載具,34,125753
2015/5/1,高雄市,E,批發業,使用載具,16844,17250088
2015/5/1,高雄市,E,影片服務、聲音錄製及音樂出版業,使用載具,136,5280
2015/5/1,高雄市,E,建築、工程服務及技術檢測、分析服務業,使用載具,188,99982
2015/5/1,高雄市,E,化學製品製造業,使用載具,11564,16985225
2015/5/1,高雄市,E,化學材料製造業,使用載具,154,80872
2015/5/1,高雄市,E,創作及藝術表演業,使用載具,1105,55250
2015/5/1,高雄市,E,其他製造業,使用載具,208,239249
2015/5/1,高雄市,E,傳播及節目播送業,使用載具,379327,331933392
2015/5/1,高雄市,E,個人及家庭用品維修業,使用載具,178,89115
2015/5/1,高雄市,E,保險業,使用載具,511,576100
2015/5/1,高雄市,E,企業總管理機構及管理顧問業,使用載具,11,9600
2015/5/1,高雄市,E,不動產開發業,使用載具,52,22941
2015/5/1,臺北市,A,餐飲業,使用載具,34257,4498452
2015/5/1,臺北市,A,飲料製造業,使用載具,2,105
2015/5/1,臺北市,A,食品製造業,使用載具,4021,7414128
2015/5/1,臺北市,A,電腦系統設計服務業,使用載具,35542,81340518
2015/5/1,臺北市,A,電子零組件製造業,使用載具,2503,4498009
2015/5/1,臺北市,A,電力設備製造業,使用載具,3,150
2015/5/1,臺北市,A,電力及燃氣供應業,使用載具,963,768319
2015/5/1,臺北市,A,電信業,使用載具,1365369,681486456
2015/5/1,臺北市,A,零售業,使用載具,7024292,2931636358
2015/5/1,臺北市,A,陸上運輸業,使用載具,6515,1024947
2015/5/1,臺北市,A,郵政及快遞業,使用載具,7915,1337973
2015/5/1,臺北市,A,運輸輔助業,使用載具,20427,3417634
2015/5/1,臺北市,A,運動、娛樂及休閒服務業,使用載具,12612,16313195
2015/5/1,臺北市,A,資料處理及資訊供應服務業,使用載具,4303271,2405877204
2015/5/1,臺北市,A,證券期貨及其他金融業,使用載具,604419,434117555
2015/5/1,臺北市,A,航空運輸業,使用載具,44,108933
2015/5/1,臺北市,A,租賃業,使用載具,61,971441
2015/5/1,臺北市,A,石油及煤製品製造業,使用載具,389,319895
2015/5/1,臺北市,A,污染整治業,使用載具,333,120485
2015/5/1,臺北市,A,業務及辦公室支援服務業,使用載具,20049,3241221
2015/5/1,臺北市,A,未分類其他服務業,使用載具,76699,324488497
2015/5/1,臺北市,A,旅行及相關代訂服務業,使用載具,664,628728
2015/5/1,臺北市,A,教育服務業,使用載具,373,501131
2015/5/1,臺北市,A,批發業,使用載具,661090,524549298
2015/5/1,臺北市,A,影片服務、聲音錄製及音樂出版業,使用載具,1267543,2193305418
2015/5/1,臺北市,A,建築、工程服務及技術檢測、分析服務業,使用載具,1,7016
2015/5/1,臺北市,A,廣告業及市場研究業,使用載具,54128,53727373
2015/5/1,臺北市,A,廢棄物清除、處理及資源回收業,使用載具,403,47647
2015/5/1,臺北市,A,專門設計服務業,使用載具,1622,10171534
2015/5/1,臺北市,A,專門營造業,使用載具,42758,56418959
2015/5/1,臺北市,A,化學製品製造業,使用載具,129,127337
2015/5/1,臺北市,A,出版業,使用載具,1808,25379699
2015/5/1,臺北市,A,傳播及節目播送業,使用載具,210074,305826331
2015/5/1,臺北市,A,個人及家庭用品維修業,使用載具,430,166179
2015/5/1,臺北市,A,保險業,使用載具,2494,1553020
2015/5/1,臺北市,A,企業總管理機構及管理顧問業,使用載具,4226,7987225
2015/5/1,臺北市,A,不動產開發業,使用載具,1266,16117759
2015/5/1,澎湖縣,X,餐飲業,使用載具,152,21759
2015/5/1,澎湖縣,X,電力設備製造業,使用載具,71,33086
2015/5/1,澎湖縣,X,電力及燃氣供應業,使用載具,13,5643
2015/5/1,澎湖縣,X,電信業,使用載具,2889,1283450
2015/5/1,澎湖縣,X,零售業,使用載具,76765,14553567
2015/5/1,澎湖縣,X,陸上運輸業,使用載具,12326,2947695
2015/5/1,澎湖縣,X,批發業,使用載具,3,330
2015/5/1,澎湖縣,X,住宿服務業,使用載具,2,1305
2015/5/1,臺東縣,V,餐飲業,使用載具,7,1134
2015/5/1,臺東縣,V,電力及燃氣供應業,使用載具,25,9711
2015/5/1,臺東縣,V,電信業,使用載具,7411,2440944
2015/5/1,臺東縣,V,零售業,使用載具,137738,28846005
2015/5/1,臺東縣,V,郵政及快遞業,使用載具,18845,3216178
2015/5/1,臺東縣,V,運動、娛樂及休閒服務業,使用載具,174,12414
2015/5/1,臺東縣,V,批發業,使用載具,3683,2440669
2015/5/1,臺東縣,V,倉儲業,使用載具,63,32236
2015/5/1,臺東縣,V,住宿服務業,使用載具,22,1505
2015/5/1,臺東縣,V,不動產經營及相關服務業,使用載具,7,4055
2015/5/1,屏東縣,T,餐飲業,使用載具,639,81755
2015/5/1,屏東縣,T,飲料製造業,使用載具,1,1038
2015/5/1,屏東縣,T,電力及燃氣供應業,使用載具,479,187104
2015/5/1,屏東縣,T,電信業,使用載具,15150,5143974
2015/5/1,屏東縣,T,零售業,使用載具,308939,66943421
2015/5/1,屏東縣,T,陸上運輸業,使用載具,68894,9318605
2015/5/1,屏東縣,T,郵政及快遞業,使用載具,16918,2339820
2015/5/1,屏東縣,T,研究發展服務業,使用載具,122,32665370
2015/5/1,屏東縣,T,石油及煤製品製造業,使用載具,220,91181
2015/5/1,屏東縣,T,批發業,使用載具,11899,15236909
2015/5/1,屏東縣,T,土木工程業,使用載具,938,73515
2015/5/1,屏東縣,T,化學製品製造業,使用載具,568,796565
2015/5/1,屏東縣,T,傳播及節目播送業,使用載具,133070,87426125
2015/5/1,屏東縣,T,個人及家庭用品維修業,使用載具,196,135701
2015/5/1,屏東縣,T,不動產經營及相關服務業,使用載具,18,2404
2015/5/1,嘉義縣,Q,餐飲業,使用載具,678,77184
2015/5/1,嘉義縣,Q,非金屬礦物製品製造業,使用載具,2334,1094786
2015/5/1,嘉義縣,Q,零售業,使用載具,204984,28481193
2015/5/1,嘉義縣,Q,陸上運輸業,使用載具,20693,3493806
2015/5/1,嘉義縣,Q,運動、娛樂及休閒服務業,使用載具,18,1800
2015/5/1,嘉義縣,Q,批發業,使用載具,8518,16807441
2015/5/1,嘉義縣,Q,化學材料製造業,使用載具,559,464979
2015/5/1,嘉義縣,Q,傳播及節目播送業,使用載具,12053,18582761
2015/5/1,嘉義市,I,餐飲業,使用載具,1728,872092
2015/5/1,嘉義市,I,電力設備製造業,使用載具,35,17773
2015/5/1,嘉義市,I,電信業,使用載具,18407,5748445
2015/5/1,嘉義市,I,零售業,使用載具,162027,29212141
2015/5/1,嘉義市,I,郵政及快遞業,使用載具,28523,4579439
2015/5/1,嘉義市,I,批發業,使用載具,37974,31984311
2015/5/1,嘉義市,I,專門設計服務業,使用載具,220,263535
2015/5/1,臺南市,D,餐飲業,使用載具,3697,465745
2015/5/1,臺南市,D,飲料製造業,使用載具,4,1626
2015/5/1,臺南市,D,食品製造業,使用載具,811,102882
2015/5/1,臺南市,D,電力及燃氣供應業,使用載具,280,156504
2015/5/1,臺南市,D,電信業,使用載具,38050,10549252
2015/5/1,臺南市,D,零售業,使用載具,1280142,146934050
2015/5/1,臺南市,D,陸上運輸業,使用載具,23981,3607134
2015/5/1,臺南市,D,郵政及快遞業,使用載具,33537,4730187
2015/5/1,臺南市,D,運輸輔助業,使用載具,16411,1998483
2015/5/1,臺南市,D,運動、娛樂及休閒服務業,使用載具,7371,7198742
2015/5/1,臺南市,D,資料處理及資訊供應服務業,使用載具,930,672123
2015/5/1,臺南市,D,紡織業,使用載具,3,3309
2015/5/1,臺南市,D,批發業,使用載具,21437,25100285
2015/5/1,臺南市,D,影片服務、聲音錄製及音樂出版業,使用載具,48,1900
2015/5/1,臺南市,D,化學製品製造業,使用載具,60,62653
2015/5/1,臺南市,D,出版業,使用載具,32851,45889974
2015/5/1,臺南市,D,傳播及節目播送業,使用載具,162990,141758824
2015/5/1,臺南市,D,個人及家庭用品維修業,使用載具,446,306009
2015/5/1,臺南市,D,住宿服務業,使用載具,9,8208
2015/5/1,臺南市,D,人力仲介及供應業,使用載具,2650,239116
2015/5/1,臺南市,D,不動產經營及相關服務業,使用載具,119,21834
2015/5/1,連江縣,Z,電力及燃氣供應業,使用載具,5,2200
2015/5/1,連江縣,Z,電信業,使用載具,736,288000
2015/5/1,連江縣,Z,零售業,使用載具,42258,5258032
2015/5/1,金門縣,W,餐飲業,使用載具,525,83333
2015/5/1,金門縣,W,電力及燃氣供應業,使用載具,2,1301
2015/5/1,金門縣,W,電信業,使用載具,2381,818099
2015/5/1,金門縣,W,零售業,使用載具,55633,5898267
2015/5/1,金門縣,W,資料處理及資訊供應服務業,使用載具,14044,2025465
2015/5/1,金門縣,W,批發業,使用載具,73,27620
2015/5/1,花蓮縣,U,餐飲業,使用載具,125,18396
2015/5/1,花蓮縣,U,電力及燃氣供應業,使用載具,114,88237
2015/5/1,花蓮縣,U,電信業,使用載具,12475,4316780
2015/5/1,花蓮縣,U,零售業,使用載具,219014,39929488
2015/5/1,花蓮縣,U,陸上運輸業,使用載具,10768,1736033
2015/5/1,花蓮縣,U,運動、娛樂及休閒服務業,使用載具,17,2136
2015/5/1,花蓮縣,U,石油及煤製品製造業,使用載具,70,27001
2015/5/1,花蓮縣,U,批發業,使用載具,440,2670449
2015/5/1,花蓮縣,U,個人及家庭用品維修業,使用載具,1,4951
2015/5/1,花蓮縣,U,不動產經營及相關服務業,使用載具,59,6948
2015/5/1,新竹市,O,餐飲業,使用載具,1707,232722
2015/5/1,新竹市,O,食品製造業,使用載具,70,10969
2015/5/1,新竹市,O,電腦系統設計服務業,使用載具,4,9000
2015/5/1,新竹市,O,電力設備製造業,使用載具,319,182905
2015/5/1,新竹市,O,電力及燃氣供應業,使用載具,131,48571
2015/5/1,新竹市,O,電信業,使用載具,33309,9037125
2015/5/1,新竹市,O,零售業,使用載具,837391,75563999
2015/5/1,新竹市,O,郵政及快遞業,使用載具,5337,938136
2015/5/1,新竹市,O,運動、娛樂及休閒服務業,使用載具,5285,7833208
2015/5/1,新竹市,O,資料處理及資訊供應服務業,使用載具,3,2197
2015/5/1,新竹市,O,石油及煤製品製造業,使用載具,375,118564
2015/5/1,新竹市,O,未分類其他服務業,使用載具,3,690
2015/5/1,新竹市,O,批發業,使用載具,10204,1488138
2015/5/1,新竹市,O,影片服務、聲音錄製及音樂出版業,使用載具,187,7040
2015/5/1,新竹市,O,專門設計服務業,使用載具,935,1014567
2015/5/1,新竹市,O,傳播及節目播送業,使用載具,45074,48330128
2015/5/1,新竹市,O,個人及家庭用品維修業,使用載具,37,17600
2015/5/1,新竹縣,J,餐飲業,使用載具,2122,311489
2015/5/1,新竹縣,J,食品製造業,使用載具,13,4366
2015/5/1,新竹縣,J,電腦、電子產品及光學製品製造業,使用載具,325,825474
2015/5/1,新竹縣,J,電信業,使用載具,12709,16732442
2015/5/1,新竹縣,J,零售業,使用載具,740194,62540459
2015/5/1,新竹縣,J,陸上運輸業,使用載具,2218,391234
2015/5/1,新竹縣,J,石油及煤製品製造業,使用載具,76,30159
2015/5/1,新竹縣,J,批發業,使用載具,639,510159
2015/5/1,新竹縣,J,傳播及節目播送業,使用載具,56771,69580039
2015/5/1,新竹縣,J,人力仲介及供應業,使用載具,3097,257303
2015/5/1,桃園市,H,餐飲業,使用載具,5662,1596663
2015/5/1,桃園市,H,食品製造業,使用載具,177,38756
2015/5/1,桃園市,H,非金屬礦物製品製造業,使用載具,37,110514
2015/5/1,桃園市,H,電腦系統設計服務業,使用載具,43,1458401
2015/5/1,桃園市,H,電腦、電子產品及光學製品製造業,使用載具,208,372712
2015/5/1,桃園市,H,電子零組件製造業,使用載具,8683,6495450
2015/5/1,桃園市,H,電力設備製造業,使用載具,309,137143
2015/5/1,桃園市,H,電力及燃氣供應業,使用載具,273,59017
2015/5/1,桃園市,H,電信業,使用載具,28180,36129412
2015/5/1,桃園市,H,零售業,使用載具,2591876,834594519
2015/5/1,桃園市,H,陸上運輸業,使用載具,8851,1611008
2015/5/1,桃園市,H,郵政及快遞業,使用載具,5137,956085
2015/5/1,桃園市,H,運輸輔助業,使用載具,1066,197432
2015/5/1,桃園市,H,運動、娛樂及休閒服務業,使用載具,7059,8728264
2015/5/1,桃園市,H,資料處理及資訊供應服務業,使用載具,9,25200
2015/5/1,桃園市,H,租賃業,使用載具,5,1578
2015/5/1,桃園市,H,批發業,使用載具,7352,7395181
2015/5/1,桃園市,H,專門設計服務業,使用載具,464,353056
2015/5/1,桃園市,H,專門營造業,使用載具,52459,14167018
2015/5/1,桃園市,H,印刷及資料儲存媒體複製業,使用載具,680,472341
2015/5/1,桃園市,H,化學製品製造業,使用載具,427,837044
2015/5/1,桃園市,H,其他專業、科學及技術服務業,使用載具,1519,136007
2015/5/1,桃園市,H,傳播及節目播送業,使用載具,208688,247215481
2015/5/1,桃園市,H,個人及家庭用品維修業,使用載具,40,36302
2015/5/1,桃園市,H,倉儲業,使用載具,2651,453428
2015/5/1,桃園市,H,人力仲介及供應業,使用載具,2032,159167
2015/5/1,桃園市,H,不動產經營及相關服務業,使用載具,9,2136
2015/5/1,宜蘭縣,G,餐飲業,使用載具,155,30019
2015/5/1,宜蘭縣,G,飲料製造業,使用載具,10,6826
2015/5/1,宜蘭縣,G,電力設備製造業,使用載具,8,4600
2015/5/1,宜蘭縣,G,電信業,使用載具,10766,3613075
2015/5/1,宜蘭縣,G,零售業,使用載具,233831,28211132
2015/5/1,宜蘭縣,G,郵政及快遞業,使用載具,8061,1306902
2015/5/1,宜蘭縣,G,運動、娛樂及休閒服務業,使用載具,227,16420
2015/5/1,宜蘭縣,G,紡織業,使用載具,18,4500
2015/5/1,宜蘭縣,G,批發業,使用載具,7149,11574247
2015/5/1,宜蘭縣,G,化學製品製造業,使用載具,227,434155
2015/5/1,宜蘭縣,G,化學材料製造業,使用載具,332,82259
2015/5/1,宜蘭縣,G,傳播及節目播送業,使用載具,57875,47218640
2015/5/1,宜蘭縣,G,個人及家庭用品維修業,使用載具,2,31730
2015/5/1,宜蘭縣,G,人力仲介及供應業,使用載具,1550,132664
2015/5/1,新北市,F,餐飲業,使用載具,8808,1165627
2015/5/1,新北市,F,飲料製造業,使用載具,25,3965
2015/5/1,新北市,F,食品製造業,使用載具,9362,924568
2015/5/1,新北市,F,電腦系統設計服務業,使用載具,539,968592
2015/5/1,新北市,F,電腦、電子產品及光學製品製造業,使用載具,33,36525
2015/5/1,新北市,F,電子零組件製造業,使用載具,522,1052172
2015/5/1,新北市,F,電力設備製造業,使用載具,293,460133
2015/5/1,新北市,F,電力及燃氣供應業,使用載具,803,547248
2015/5/1,新北市,F,電信業,使用載具,88636,36161728
2015/5/1,新北市,F,零售業,使用載具,4428596,1304606911
2015/5/1,新北市,F,陸上運輸業,使用載具,6498,1251316
2015/5/1,新北市,F,郵政及快遞業,使用載具,8991,1747223
2015/5/1,新北市,F,運輸輔助業,使用載具,10164,5343831
2015/5/1,新北市,F,運動、娛樂及休閒服務業,使用載具,19382,21319197
2015/5/1,新北市,F,資料處理及資訊供應服務業,使用載具,132712,92777230
2015/5/1,新北市,F,紡織業,使用載具,3528,3869968
2015/5/1,新北市,F,石油及煤製品製造業,使用載具,637,214496
2015/5/1,新北市,F,石油及天然氣礦業,使用載具,790,226877
2015/5/1,新北市,F,機械設備製造業,使用載具,18,15727
2015/5/1,新北市,F,批發業,使用載具,159259,115160426
2015/5/1,新北市,F,影片服務、聲音錄製及音樂出版業,使用載具,174,42593
2015/5/1,新北市,F,建築、工程服務及技術檢測、分析服務業,使用載具,351,703378
2015/5/1,新北市,F,專門設計服務業,使用載具,44,49910
2015/5/1,新北市,F,專門營造業,使用載具,2592,8708179
2015/5/1,新北市,F,塑膠製品製造業,使用載具,1246,1547239
2015/5/1,新北市,F,印刷及資料儲存媒體複製業,使用載具,51,105250
2015/5/1,新北市,F,創作及藝術表演業,使用載具,92,2436154
2015/5/1,新北市,F,出版業,使用載具,114013,169543841
2015/5/1,新北市,F,其他製造業,使用載具,204,175183
2015/5/1,新北市,F,傳播及節目播送業,使用載具,373568,441762531
2015/5/1,新北市,F,個人及家庭用品維修業,使用載具,1,3132
2015/5/1,新北市,F,人力仲介及供應業,使用載具,40365,2838728
2015/5/1,新北市,F,不動產開發業,使用載具,10,2147
2015/5/1,新北市,F,不動產經營及相關服務業,使用載具,12720,560867
2015/5/1,基隆市,C,餐飲業,使用載具,209,31462
2015/5/1,基隆市,C,食品製造業,使用載具,246,34903
2015/5/1,基隆市,C,電力及燃氣供應業,使用載具,307,111127
2015/5/1,基隆市,C,電信業,使用載具,18249,4979427
2015/5/1,基隆市,C,零售業,使用載具,257334,28288172
2015/5/1,基隆市,C,陸上運輸業,使用載具,5295,939324
2015/5/1,基隆市,C,石油及煤製品製造業,使用載具,23,3980
2015/5/1,基隆市,C,批發業,使用載具,3503,1205967
2015/5/1,基隆市,C,傳播及節目播送業,使用載具,30389,47922036
2015/5/1,基隆市,C,個人及家庭用品維修業,使用載具,95,62000
2015/5/1,雲林縣,P,餐飲業,使用載具,816,94397
2015/5/1,雲林縣,P,食品製造業,使用載具,2,115
2015/5/1,雲林縣,P,電信業,使用載具,13157,3555741
2015/5/1,雲林縣,P,零售業,使用載具,290083,45972912
2015/5/1,雲林縣,P,陸上運輸業,使用載具,4895,864339
2015/5/1,雲林縣,P,運輸輔助業,使用載具,5234,901576
2015/5/1,雲林縣,P,運動、娛樂及休閒服務業,使用載具,58,7066
2015/5/1,雲林縣,P,石油及煤製品製造業,使用載具,3972,1005667
2015/5/1,雲林縣,P,石油及天然氣礦業,使用載具,131,48670
2015/5/1,雲林縣,P,批發業,使用載具,21063,29949276
2015/5/1,雲林縣,P,專門營造業,使用載具,64,28286
2015/5/1,雲林縣,P,化學材料製造業,使用載具,3291,1652231
2015/5/1,雲林縣,P,傳播及節目播送業,使用載具,44503,49300279
2015/5/1,彰化縣,N,餐飲業,使用載具,1370,187501
2015/5/1,彰化縣,N,食品製造業,使用載具,15,5148
2015/5/1,彰化縣,N,電力及燃氣供應業,使用載具,34,21873
2015/5/1,彰化縣,N,電信業,使用載具,75593,58691703
2015/5/1,彰化縣,N,零售業,使用載具,705054,137296798
2015/5/1,彰化縣,N,陸上運輸業,使用載具,11064,1738304
2015/5/1,彰化縣,N,運輸輔助業,使用載具,7447,1219135
2015/5/1,彰化縣,N,運動、娛樂及休閒服務業,使用載具,126,14112
2015/5/1,彰化縣,N,資料處理及資訊供應服務業,使用載具,65,114526
2015/5/1,彰化縣,N,批發業,使用載具,19663,38887668
2015/5/1,彰化縣,N,化學材料製造業,使用載具,299,73992
2015/5/1,彰化縣,N,傳播及節目播送業,使用載具,49339,45358586
2015/5/1,彰化縣,N,人力仲介及供應業,使用載具,3890,1129105
2015/5/1,彰化縣,N,不動產經營及相關服務業,使用載具,20,2036
2015/5/1,南投縣,M,餐飲業,使用載具,328,37036
2015/5/1,南投縣,M,飲料製造業,使用載具,6,2246
2015/5/1,南投縣,M,電腦系統設計服務業,使用載具,161,550840
2015/5/1,南投縣,M,電力及燃氣供應業,使用載具,54,29912
2015/5/1,南投縣,M,電信業,使用載具,13033,4325062
2015/5/1,南投縣,M,零售業,使用載具,340777,70203666
2015/5/1,南投縣,M,陸上運輸業,使用載具,17907,2932326
2015/5/1,南投縣,M,運動、娛樂及休閒服務業,使用載具,1,10
2015/5/1,南投縣,M,批發業,使用載具,7113,20824825
2015/5/1,南投縣,M,影片服務、聲音錄製及音樂出版業,使用載具,15770,30197065
2015/5/1,南投縣,M,專門設計服務業,使用載具,17,20297
2015/5/1,南投縣,M,化學材料製造業,使用載具,432,1739070
2015/5/1,南投縣,M,住宿服務業,使用載具,1,100
2015/5/1,南投縣,M,不動產經營及相關服務業,使用載具,1325,112117
2015/5/1,苗栗縣,K,餐飲業,使用載具,41,5863
2015/5/1,苗栗縣,K,飲料製造業,使用載具,11,6325
2015/5/1,苗栗縣,K,電力及燃氣供應業,使用載具,513,434300
2015/5/1,苗栗縣,K,電信業,使用載具,24105,14921607
2015/5/1,苗栗縣,K,零售業,使用載具,420243,56450793
2015/5/1,苗栗縣,K,陸上運輸業,使用載具,3489,585361
2015/5/1,苗栗縣,K,運動、娛樂及休閒服務業,使用載具,448,25422
2015/5/1,苗栗縣,K,批發業,使用載具,3384,3858981
2015/5/1,苗栗縣,K,傳播及節目播送業,使用載具,45783,57377165
2015/5/1,苗栗縣,K,個人及家庭用品維修業,使用載具,49,33155
2015/5/1,苗栗縣,K,不動產經營及相關服務業,使用載具,156,80536
2015/5/1,臺中市,B,餐飲業,使用載具,29849,7955831
2015/5/1,臺中市,B,飲料製造業,使用載具,20,11122
2015/5/1,臺中市,B,食品製造業,使用載具,4,1500
2015/5/1,臺中市,B,電力及燃氣供應業,使用載具,531,343031
2015/5/1,臺中市,B,電信業,使用載具,124196,91620641
2015/5/1,臺中市,B,零售業,使用載具,2996877,773647119
2015/5/1,臺中市,B,陸上運輸業,使用載具,10104,1658514
2015/5/1,臺中市,B,郵政及快遞業,使用載具,1952,351193
2015/5/1,臺中市,B,運輸輔助業,使用載具,16536,2630322
2015/5/1,臺中市,B,運動、娛樂及休閒服務業,使用載具,6720,6668281
2015/5/1,臺中市,B,資料處理及資訊供應服務業,使用載具,1176,804117
2015/5/1,臺中市,B,航空運輸業,使用載具,1,272
2015/5/1,臺中市,B,租賃業,使用載具,2,2572
2015/5/1,臺中市,B,石油及煤製品製造業,使用載具,625,190727
2015/5/1,臺中市,B,批發業,使用載具,57087,78675130
2015/5/1,臺中市,B,影片服務、聲音錄製及音樂出版業,使用載具,284,12220
2015/5/1,臺中市,B,專門營造業,使用載具,847,6222046
2015/5/1,臺中市,B,土木工程業,使用載具,20,9766
2015/5/1,臺中市,B,印刷及資料儲存媒體複製業,使用載具,1701,1744962
2015/5/1,臺中市,B,化學製品製造業,使用載具,173,1662760
2015/5/1,臺中市,B,其他製造業,使用載具,848,1044795
2015/5/1,臺中市,B,傳播及節目播送業,使用載具,213148,287041809
2015/5/1,臺中市,B,個人及家庭用品維修業,使用載具,45,27079
2015/5/1,臺中市,B,住宿服務業,使用載具,1,3850
2015/5/1,臺中市,B,不動產經營及相關服務業,使用載具,224,353800
2015/5/1,高雄市,E,餐飲業,無載具,847478,161186868
2015/5/1,高雄市,E,飲料製造業,無載具,635,464753
2015/5/1,高雄市,E,食品製造業,無載具,86399,45359293
2015/5/1,高雄市,E,電腦系統設計服務業,無載具,2001,5730344
2015/5/1,高雄市,E,電力設備製造業,無載具,359,312332
2015/5/1,高雄市,E,電力及燃氣供應業,無載具,118,64897
2015/5/1,高雄市,E,電信業,無載具,55709,339434160
2015/5/1,高雄市,E,零售業,無載具,37842140,9005679951
2015/5/1,高雄市,E,陸上運輸業,無載具,17302,4209214
2015/5/1,高雄市,E,金屬製品製造業,無載具,14,67170
2015/5/1,高雄市,E,醫療保健服務業,無載具,4937,8688096
2015/5/1,高雄市,E,郵政及快遞業,無載具,18154,7407186
2015/5/1,高雄市,E,運輸輔助業,無載具,3424,2044808
2015/5/1,高雄市,E,運動、娛樂及休閒服務業,無載具,50009,29028330
2015/5/1,高雄市,E,農、牧業,無載具,1465,2154053
2015/5/1,高雄市,E,資料處理及資訊供應服務業,無載具,5,17416
2015/5/1,高雄市,E,證券期貨及其他金融業,無載具,107,2787858
